"id_study";"age";"order";"count"
"PR_Berry et al. 2010_Berry Borneo trees 30cm";"500";"Sapindales";29
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Asterales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Dilleniales";2
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Ericales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Fabales";2
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Gentianales";4
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Lamiales";3
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Laurales";4
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Malpighiales";11
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Rosales";12
"PR_Brearley 2011_BorneoSecondaryVeg";"14";"Sapindales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Asterales";3
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Dicranales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Dilleniales";7
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Ericales";4
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Fabales";6
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Gentianales";7
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Lamiales";13
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Laurales";13
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Magnoliales";5
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Malpighiales";31
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Malvales";6
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Myrtales";5
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Rosales";19
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Sapindales";6
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Dicranales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Gentianales";4
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Lamiales";3
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Malpighiales";6
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Rosales";12
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Zingiberales";3
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Alismatales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Asparagales";2
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Asterales";3
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Dilleniales";7
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Dioscoreales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Ericales";4
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Fabales";5
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Fagales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Gentianales";10
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Lamiales";7
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Laurales";6
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Magnoliales";6
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Malpighiales";32
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Malvales";8
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Myrtales";7
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Oxalidales";3
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Ranunculales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Rosales";24
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Sapindales";13
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Asterales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Dicranales";1
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Gentianales";6
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Lamiales";3
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Laurales";2
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Malpighiales";7
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Rosales";14
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Sapindales";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Apiales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Asparagales";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Boraginales";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Caryophyllales";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Ericales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Lamiales";9
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Malpighiales";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Myrtales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Poales";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Polypodiales";10
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Solanales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Asparagales";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Fabales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Poales";9
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Polypodiales";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Asparagales";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Lamiales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Poales";8
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Polypodiales";4
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Rosales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Solanales";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Asparagales";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Asterales";4
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Caryophyllales";5
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Fabales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Gentianales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Lamiales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Malpighiales";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Poales";20
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Polypodiales";4
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Ranunculales";1
