"id_study";"age";"family";"count"
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Primulaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Putranjivaceae";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Quiinaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Rhizophoraceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Rosaceae";11
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Rubiaceae";38
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Sabiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Salicaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Sapindaceae";27
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Sapotaceae";49
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Simaroubaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Stemonuraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Symplocaceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Theaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Thymelaeaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Urticaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"fam";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Burseraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Clusiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Dilleniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Dipterocarpaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Ebenaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Elaeocarpaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Euphorbiaceae";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Fabaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Fagaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Malvaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Moraceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Myristicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Myrtaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Oleaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Phyllanthaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Polygalaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Rubiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Sapindaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Arecaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Burseraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Centroplacaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Clusiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Coulaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Dipterocarpaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Fabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Fagaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Lauraceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Malvaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Melastomataceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Meliaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Moraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Myristicaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Oleaceae";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Phyllanthaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Sapindaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Crypteroniaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Dilleniaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Euphorbiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Fabaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Lamiaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Lauraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Lecythidaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Moraceae";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Oleaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Phyllanthaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Polygalaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Rhizophoraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Rubiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Rutaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Achariaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Annonaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Burseraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Calophyllaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Cannabaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Combretaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Dipterocarpaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Euphorbiaceae";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Fabaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Fagaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Lamiaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Lauraceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Malvaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Myristicaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Oleaceae";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Phyllanthaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Putranjivaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Rubiaceae";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Sapindaceae";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Sapotaceae";1
"PR_Svenning 1998_palms_Ecuador";"10";"Arecaceae";2
"PR_Svenning 1998_palms_Ecuador";"10";"Oleaceae";1
"PR_Svenning 1998_palms_Ecuador";"500";"Arecaceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Apocynaceae";7
"RU_Addo-Fordjour 2019_Liana";"14";"Celastraceae";3
"RU_Addo-Fordjour 2019_Liana";"14";"Combretaceae";2
"RU_Addo-Fordjour 2019_Liana";"14";"Connaraceae";2
"RU_Addo-Fordjour 2019_Liana";"14";"Convolvulaceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Dichapetalaceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Euphorbiaceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Fabaceae";5
"RU_Addo-Fordjour 2019_Liana";"14";"Icacinaceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Loganiaceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Menispermaceae";2
"RU_Addo-Fordjour 2019_Liana";"14";"Oleaceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Passifloraceae";1
"RU_Addo-Fordjour 2019_Liana";"14";"Vitaceae";2
"RU_Addo-Fordjour 2019_Liana";"2";"Apocynaceae";6
"RU_Addo-Fordjour 2019_Liana";"2";"Celastraceae";3
"RU_Addo-Fordjour 2019_Liana";"2";"Combretaceae";2
"RU_Addo-Fordjour 2019_Liana";"2";"Connaraceae";2
"RU_Addo-Fordjour 2019_Liana";"2";"Convolvulaceae";1
"RU_Addo-Fordjour 2019_Liana";"2";"Euphorbiaceae";1
"RU_Addo-Fordjour 2019_Liana";"2";"Fabaceae";5
"RU_Addo-Fordjour 2019_Liana";"2";"Loganiaceae";1
"RU_Addo-Fordjour 2019_Liana";"2";"Menispermaceae";2
"RU_Addo-Fordjour 2019_Liana";"2";"Vitaceae";1
"RU_Addo-Fordjour 2019_Liana";"200";"Apocynaceae";6
"RU_Addo-Fordjour 2019_Liana";"200";"Celastraceae";3
"RU_Addo-Fordjour 2019_Liana";"200";"Combretaceae";3
"RU_Addo-Fordjour 2019_Liana";"200";"Connaraceae";1
"RU_Addo-Fordjour 2019_Liana";"200";"Convolvulaceae";1
"RU_Addo-Fordjour 2019_Liana";"200";"Euphorbiaceae";1
"RU_Addo-Fordjour 2019_Liana";"200";"Fabaceae";6
"RU_Addo-Fordjour 2019_Liana";"200";"Marantaceae";1
"RU_Addo-Fordjour 2019_Liana";"200";"Menispermaceae";1
"RU_Addo-Fordjour 2019_Liana";"200";"Sapindaceae";1
"RU_Addo-Fordjour 2019_Liana";"200";"Vitaceae";1
"RU_Addo-Fordjour 2019_Liana";"40";"Apocynaceae";7
"RU_Addo-Fordjour 2019_Liana";"40";"Celastraceae";3
"RU_Addo-Fordjour 2019_Liana";"40";"Combretaceae";3
"RU_Addo-Fordjour 2019_Liana";"40";"Connaraceae";1
"RU_Addo-Fordjour 2019_Liana";"40";"Convolvulaceae";1
"RU_Addo-Fordjour 2019_Liana";"40";"Dichapetalaceae";1
"RU_Addo-Fordjour 2019_Liana";"40";"Euphorbiaceae";1
"RU_Addo-Fordjour 2019_Liana";"40";"Fabaceae";8
"RU_Addo-Fordjour 2019_Liana";"40";"Menispermaceae";1
"RU_Addo-Fordjour 2019_Liana";"40";"Oleaceae";2
"RU_Addo-Fordjour 2019_Liana";"40";"Passifloraceae";1
"RU_Addo-Fordjour 2019_Liana";"40";"Vitaceae";2
"RU_Addo-Fordjour 2019_Liana";"68";"Apocynaceae";7
"RU_Addo-Fordjour 2019_Liana";"68";"Celastraceae";5
"RU_Addo-Fordjour 2019_Liana";"68";"Combretaceae";2
"RU_Addo-Fordjour 2019_Liana";"68";"Connaraceae";1
"RU_Addo-Fordjour 2019_Liana";"68";"Convolvulaceae";1
"RU_Addo-Fordjour 2019_Liana";"68";"Dilleniaceae";1
"RU_Addo-Fordjour 2019_Liana";"68";"Euphorbiaceae";1
"RU_Addo-Fordjour 2019_Liana";"68";"Fabaceae";7
"RU_Addo-Fordjour 2019_Liana";"68";"Marantaceae";1
"RU_Addo-Fordjour 2019_Liana";"68";"Oleaceae";1
"RU_Addo-Fordjour 2019_Liana";"68";"Vitaceae";1
"RU_Aubin 2009_Herbs_Frequency";"0";"Liliaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Amaryllidaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Araceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Araliaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Aristolochiaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Asparagaceae";3
"RU_Aubin 2009_Herbs_Frequency";"100";"Athyriaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Berberidaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Brassicaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Colchicaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Cystopteridaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Dryopteridaceae";2
"RU_Aubin 2009_Herbs_Frequency";"100";"Hydrophyllaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Liliaceae";2
"RU_Aubin 2009_Herbs_Frequency";"100";"Melanthiaceae";2
"RU_Aubin 2009_Herbs_Frequency";"100";"Montiaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Oleaceae";3
"RU_Aubin 2009_Herbs_Frequency";"100";"Onagraceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Papaveraceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Phrymaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Pteridaceae";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Ranunculaceae";3
"RU_Aubin 2009_Herbs_Frequency";"100";"Rubiaceae";2
"RU_Aubin 2009_Herbs_Frequency";"100";"Violaceae";1
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Asparagaceae";1
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Liliaceae";1
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Melanthiaceae";1
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Onagraceae";1
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Papaveraceae";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Asparagaceae";2
"RU_Aubin 2009_Herbs_Frequency";"31";"Dryopteridaceae";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Liliaceae";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Melanthiaceae";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Oleaceae";2
"RU_Aubin 2009_Herbs_Frequency";"31";"Onagraceae";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Papaveraceae";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Ranunculaceae";2
"RU_Aubin 2009_Herbs_Frequency";"31";"Rubiaceae";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Violaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Araceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Aristolochiaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Asparagaceae";3
"RU_Aubin 2009_Herbs_Frequency";"44";"Athyriaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Berberidaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Colchicaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Dryopteridaceae";2
"RU_Aubin 2009_Herbs_Frequency";"44";"Hydrophyllaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Liliaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Melanthiaceae";2
"RU_Aubin 2009_Herbs_Frequency";"44";"Oleaceae";2
"RU_Aubin 2009_Herbs_Frequency";"44";"Onagraceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Papaveraceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Pteridaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Ranunculaceae";2
"RU_Aubin 2009_Herbs_Frequency";"44";"Rubiaceae";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Violaceae";1
"RU_Aubin 2009_Herbs_Mean occurrences";"100";"Melanthiaceae";1
"RU_Aubin 2009_Herbs_Mean occurrences";"100";"Ranunculaceae";1
"RU_Aubin 2009_Herbs_Mean occurrences";"31";"Melanthiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Altingiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Anacardiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Aquifoliaceae";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Betulaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Caprifoliaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Cupressaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Daphniphyllaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Elaeocarpaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Ericaceae";7
"RU_Bruelheide 2011_Tree and shrub";"10";"Fabaceae";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Fagaceae";8
"RU_Bruelheide 2011_Tree and shrub";"10";"Hamamelidaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Hydrangeaceae";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Iteaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Juglandaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Lauraceae";8
"RU_Bruelheide 2011_Tree and shrub";"10";"Myricaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Myrtaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Nyssaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Oleaceae";3
"RU_Bruelheide 2011_Tree and shrub";"10";"Pentaphylacaceae";4
"RU_Bruelheide 2011_Tree and shrub";"10";"Phyllanthaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Pinaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Rosaceae";6
"RU_Bruelheide 2011_Tree and shrub";"10";"Rubiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Sabiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Staphyleaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Styracaceae";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Symplocaceae";4
"RU_Bruelheide 2011_Tree and shrub";"10";"Theaceae";3
"RU_Bruelheide 2011_Tree and shrub";"10";"Viburnaceae";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Altingiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Anacardiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Aquifoliaceae";6
"RU_Bruelheide 2011_Tree and shrub";"30";"Calycanthaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Cupressaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Daphniphyllaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Ebenaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Elaeocarpaceae";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Ericaceae";6
"RU_Bruelheide 2011_Tree and shrub";"30";"Fabaceae";3
"RU_Bruelheide 2011_Tree and shrub";"30";"Fagaceae";9
"RU_Bruelheide 2011_Tree and shrub";"30";"Hamamelidaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Iteaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Juglandaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Lauraceae";7
"RU_Bruelheide 2011_Tree and shrub";"30";"Myricaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Myrtaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Oleaceae";5
"RU_Bruelheide 2011_Tree and shrub";"30";"Pentaphylacaceae";5
"RU_Bruelheide 2011_Tree and shrub";"30";"Pinaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Rosaceae";3
"RU_Bruelheide 2011_Tree and shrub";"30";"Rubiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Sabiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Staphyleaceae";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Styracaceae";3
"RU_Bruelheide 2011_Tree and shrub";"30";"Symplocaceae";3
"RU_Bruelheide 2011_Tree and shrub";"30";"Theaceae";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Thymelaeaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Altingiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Anacardiaceae";3
"RU_Bruelheide 2011_Tree and shrub";"50";"Aquifoliaceae";7
"RU_Bruelheide 2011_Tree and shrub";"50";"Araliaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Betulaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Cornaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Cupressaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Daphniphyllaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Ebenaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Elaeocarpaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Ericaceae";7
"RU_Bruelheide 2011_Tree and shrub";"50";"Fabaceae";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Fagaceae";13
"RU_Bruelheide 2011_Tree and shrub";"50";"Hamamelidaceae";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Hydrangeaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Iteaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Lauraceae";8
"RU_Bruelheide 2011_Tree and shrub";"50";"Magnoliaceae";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Malvaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Myricaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Myrtaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Oleaceae";6
"RU_Bruelheide 2011_Tree and shrub";"50";"Pentaphylacaceae";6
"RU_Bruelheide 2011_Tree and shrub";"50";"Pinaceae";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Rhamnaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Rosaceae";8
"RU_Bruelheide 2011_Tree and shrub";"50";"Rubiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Sabiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Sapindaceae";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Staphyleaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Styracaceae";4
"RU_Bruelheide 2011_Tree and shrub";"50";"Symplocaceae";5
"RU_Bruelheide 2011_Tree and shrub";"50";"Theaceae";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Thymelaeaceae";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Viburnaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Altingiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Anacardiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Aquifoliaceae";9
"RU_Bruelheide 2011_Tree and shrub";"70";"Calycanthaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Cephalotaxaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Cornaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Cupressaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Daphniphyllaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Ebenaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Elaeocarpaceae";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Ericaceae";7
"RU_Bruelheide 2011_Tree and shrub";"70";"Euphorbiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Fabaceae";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Fagaceae";10
"RU_Bruelheide 2011_Tree and shrub";"70";"Hamamelidaceae";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Hydrangeaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Iteaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Lamiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Lauraceae";8
"RU_Bruelheide 2011_Tree and shrub";"70";"Magnoliaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Myricaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Myrtaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Nyssaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Oleaceae";4
"RU_Bruelheide 2011_Tree and shrub";"70";"Pentaphylacaceae";5
"RU_Bruelheide 2011_Tree and shrub";"70";"Pinaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Primulaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Rosaceae";7
"RU_Bruelheide 2011_Tree and shrub";"70";"Rubiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Sabiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Sapindaceae";3
"RU_Bruelheide 2011_Tree and shrub";"70";"Schoepfiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Staphyleaceae";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Styracaceae";3
"RU_Bruelheide 2011_Tree and shrub";"70";"Symplocaceae";5
"RU_Bruelheide 2011_Tree and shrub";"70";"Theaceae";3
"RU_Bruelheide 2011_Tree and shrub";"70";"Viburnaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Altingiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Anacardiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Aquifoliaceae";7
"RU_Bruelheide 2011_Tree and shrub";"80";"Araliaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Berberidaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Betulaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Calycanthaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Celastraceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Cephalotaxaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Cornaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Cupressaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Daphniphyllaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Ebenaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Elaeocarpaceae";3
"RU_Bruelheide 2011_Tree and shrub";"80";"Ericaceae";7
"RU_Bruelheide 2011_Tree and shrub";"80";"Euphorbiaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Fabaceae";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Fagaceae";10
"RU_Bruelheide 2011_Tree and shrub";"80";"Hamamelidaceae";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Hydrangeaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Iteaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Lamiaceae";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Lauraceae";9
"RU_Bruelheide 2011_Tree and shrub";"80";"Magnoliaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Myricaceae";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Myrtaceae";1
